"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","N/A","N/A","N/A","N/A"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Zinaida Julea","https://www.tabulaturi.ro/artisti/zinaida-julea","Astazi este ziua mea","https://www.tabulaturi.ro/acorduri/zinaida-julea/astazi-este-ziua-mea-am-12789"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Andra","https://www.tabulaturi.ro/artisti/andra","Jos palaria pentru femei","https://www.tabulaturi.ro/acorduri/andra/jos-palaria-pentru-femei-12280"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","Astazi e ziua ta","https://www.tabulaturi.ro/acorduri/anonim/astazi-e-ziua-ta-9668"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","La multi ani!","https://www.tabulaturi.ro/acorduri/anonim/la-multi-ani-9667"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Ana Maria","https://www.tabulaturi.ro/artisti/ana-maria","Astăzi este ziua ta","https://www.tabulaturi.ro/acorduri/ana-maria/astazi-este-ziua-ta-9407"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Gică Petrescu","https://www.tabulaturi.ro/artisti/gica-petrescu","Asta seara nimeni sa nu doarma","https://www.tabulaturi.ro/acorduri/gica-petrescu/asta-seara-nimeni-sa-nu-doarma-9357"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Folclor","https://www.tabulaturi.ro/artisti/folclor","Nuneasca","https://www.tabulaturi.ro/acorduri/folclor/nuneasca-8459"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Pragu De Sus","https://www.tabulaturi.ro/artisti/pragu-de-sus","Aniversare","https://www.tabulaturi.ro/acorduri/pragu-de-sus/aniversare-8136"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Mădălina Manole","https://www.tabulaturi.ro/artisti/madalina-manole","De ziua ta, mamico","https://www.tabulaturi.ro/acorduri/madalina-manole/de-ziua-ta-mamico-7833"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","3 Sud Est","https://www.tabulaturi.ro/artisti/3rei-sud-est","De ziua ta","https://www.tabulaturi.ro/acorduri/3rei-sud-est/de-ziua-ta-7557"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","Cine-i nascut in Ianuarie (solo)","https://www.tabulaturi.ro/acorduri/anonim/cine-i-nascut-in-ianuarie-solo-7122"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Backstage Hero","https://www.tabulaturi.ro/artisti/backstage-hero","Multi ani traiasca","https://www.tabulaturi.ro/acorduri/backstage-hero/multi-ani-traiasca-7021"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","Si-altadata, si-altadata","https://www.tabulaturi.ro/acorduri/anonim/si-altadata-si-altadata-7020"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Direcția 5","https://www.tabulaturi.ro/artisti/directia-5","Îmi amintesc ziua ta","https://www.tabulaturi.ro/acorduri/directia-5/imi-amintesc-ziua-ta-6937"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","La multi ani cu sanatate (solo)","https://www.tabulaturi.ro/acorduri/anonim/la-multi-ani-cu-sanatate-solo-6388"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Parlament","https://www.tabulaturi.ro/artisti/parlament","Astazi e ziua ta","https://www.tabulaturi.ro/acorduri/parlament/astazi-e-ziua-ta-6371"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Hi-Q","https://www.tabulaturi.ro/artisti/hi-q","Asa-s prietenii","https://www.tabulaturi.ro/acorduri/hi-q/asa-s-prietenii-6359"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Șuie Paparude","https://www.tabulaturi.ro/artisti/suie-paparude","Cea Mai Buna Zi","https://www.tabulaturi.ro/acorduri/suie-paparude/cea-mai-buna-zi-6317"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","La multi ani!","https://www.tabulaturi.ro/acorduri/anonim/la-multi-ani-6287"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","La Multi Ani (solo)","https://www.tabulaturi.ro/acorduri/anonim/la-multi-ani-solo-6285"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Azur","https://www.tabulaturi.ro/artisti/azur","Mai intoarce, Doamne roata","https://www.tabulaturi.ro/acorduri/azur/mai-intoarce-doamne-roata-6105"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Alexandru Andrieș","https://www.tabulaturi.ro/artisti/alexandru-andries","Ziua ta","https://www.tabulaturi.ro/acorduri/alexandru-andries/ziua-ta-5893"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Necunoscut","https://www.tabulaturi.ro/artisti/necunoscut","Cavaleri ai Mesei Rotunde","https://www.tabulaturi.ro/acorduri/necunoscut/cavaleri-ai-mesei-rotunde-5798"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Folclor","https://www.tabulaturi.ro/artisti/folclor","Am intrat la voi in casa, hai buna seara","https://www.tabulaturi.ro/acorduri/folclor/am-intrat-la-voi-in-casa-hai-buna-seara-4978"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","La multi ani","https://www.tabulaturi.ro/acorduri/anonim/la-multi-ani-4616"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Ovidiu Komornyik","https://www.tabulaturi.ro/artisti/ovidiu-komornyk","Maria, Maria","https://www.tabulaturi.ro/acorduri/ovidiu-komornyk/maria-maria-4576"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","La Multi Ani (solo)","https://www.tabulaturi.ro/acorduri/anonim/la-multi-ani-solo-4562"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Direcția 5","https://www.tabulaturi.ro/artisti/directia-5","La multi ani","https://www.tabulaturi.ro/acorduri/directia-5/la-multi-ani-4181"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Folclor","https://www.tabulaturi.ro/artisti/folclor","Marie si Marioara","https://www.tabulaturi.ro/acorduri/folclor/marie-si-marioara-4129"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Anonim","https://www.tabulaturi.ro/artisti/anonim","La multi ani!","https://www.tabulaturi.ro/acorduri/anonim/la-multi-ani-4098"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Gică Petrescu","https://www.tabulaturi.ro/artisti/gica-petrescu","Costică, Costică","https://www.tabulaturi.ro/acorduri/gica-petrescu/costica-costica-3656"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Atlantic","https://www.tabulaturi.ro/artisti/atlantic","Lunile anului","https://www.tabulaturi.ro/acorduri/atlantic/lunile-anului-2647"
"Aniversări","https://www.tabulaturi.ro/categorii/aniversari","Talisman","https://www.tabulaturi.ro/artisti/talisman","De ziua ta","https://www.tabulaturi.ro/acorduri/talisman/de-ziua-ta-1006"
